Both value receiver and pointer receiver methods can be invoked on a correctly-typed pointer or non-pointer.,"['Equivalence: (pointer, similar functionality, value receiver)', 'Equivalence: (pointer, similar functionality, pointer receiver)', 'Equivalence: (value receiver, similar functionality, pointer receiver)']","['(type, Equivalence, method): (pointer, similar functionality, value receiver)', '(type, Equivalence, method): (pointer, similar functionality, pointer receiver)', '(method, Equivalence, method): (value receiver, similar functionality, pointer receiver)']"
Use the replace directive to make this database package point to a folder on your local disk; you may use absolute and relative paths:,,[]
"You must tell the go tool where this package is located, because the full package name we used is just a temporary / fantasy name",,[]
"In the case of implementing deletion and insertion methods for a slice type, you will likely be modifying the slice (changing its length, appending or removing elements)","['Modification: (slice, changing, append)', 'Modification: (slice, changing, remove)']","['(type, Modification, func): (slice, changing, append)', '(type, Modification, func): (slice, changing, remove)']"
Let's create a folder osinf (it may be whatever) next to the pretty folder,,[]
Your proposed solution is not safe in a way you want it to be,,[]
"Running go run osinf.go in the osinf folder, the output is:",,[]
"So you created a database folder outside of GOPATH, and you created a module in it",,[]
"osinf.go (note we intend to use our pretty package / module, we import it by ""example.com/me/pretty""):",,[]
One can use untyped integer constants to create new values of unary having a different int value than 1 or -1,,[]
"If you want to fulfill the ""safe"" part, you may use unexported structs, but then they cannot be used in constant declarations.",,[]
"In other words, if you modify the slice within the method, such as appending elements or changing the length/capacity of the slice, it's recommended to use a pointer receiver.","['Modification: (slice, modified by, method)']","['(type, Modification, method): (slice, modified by, method)']"
"Creates 2 local variables: db and err, and this local db has nothing to do with your global db variable","['Containment: (db, contains, err)']","['(var, Containment, var): (db, contains, err)']"
"Note that since we're now using a struct, we can further simplify our code by adding the string representation of our values to the struct:",,[]
"So there are no other values that could be ""exploited"" to create other values of our constant type.",,[]
"And then of course you have to create exported functions to expose those values, for example:",,[]
"Regardless of what the method is called on, within the method body the identifier of the receiver refers to a by-copy value when a value receiver is used, and a pointer when a pointer receiver is used: example.","['Containment: (method, contains, receiver)', 'Containment: (pointer, included in, receiver)', 'Containment: (value, included in, receiver)', 'Difference: (value, compared to, pointer)']","['(func, Containment, var): (method, contains, receiver)', '(type, Containment, var): (pointer, included in, receiver)', '(var, Containment, var): (value, included in, receiver)', '(var, Difference, type): (value, compared to, pointer)']"
"If you want to protect yourself from such misuse, you also have to make such global variables unexported",,[]
"Care must be taken if you plan to use an interface type for your ""constants""",,[]
"The exported Unary type can be embedded, and an existing value can be used in order to implement the interface (along with the unexported method), and we can add our own implementations of the exported methods, doing / returning whatever we want to.",,[]
"you can mix and match methods with value receivers and methods with pointer receivers, and use them with variables containing values and pointers, without worrying about which is which.
Both will work, and the syntax is the same.","['Equivalence: (value, similar behavior to, pointer)']","['(type, Equivalence, type): (value, similar behavior to, pointer)']"
"However, if methods with pointer receivers are needed to satisfy an interface, then only a pointer will be assignable to the interface 鈥?a value won't be valid.","['Limitation: (pointer, restricts assignability to, interface)']","['(type, Limitation, type): (pointer, restricts assignability to, interface)']"
"The careful technical version is in the Go specification in Address operators, but the hand waving summary version is that most anonymous values are not addressable (one big exception is composite literals)","['Limitation: (Address, imposes restrictions on, composite literals)']","['(method, Limitation, type): (Address, imposes restrictions on, composite literals)']"
